name,description,full_address,address,state,website,phone,email,status,user_id,categories
breakthru-Craigieburn,"Currently the only specific refugee-targeted service is a Trauma counselling service. Available to refugees who have suffered trauma/torture, free, by appointment only, contact head office 9388 0022 for further information and bookings. 
 
 General services available (non refugee targeted): 
 employee support, emotional well-being, employer support, training and development, disability and NDIS support. See https://breakthru.org.au/services/ for further information and detail.",Brotherhood of St Laurence building 59 Craigieburn Road Craigieburn,"59 Craigieburn road, Craigieburn VIC 3064",VIC,breakthru.org.au,03 9483 2401,hello@breakthru.org.au,confirmed,admin,"Employment, Education"
Andrews Centre-Endeavour Hills,"Food vouchers (if pass assessment) or food from pantry in cases of emergency. Mainly for healthcare card holders. BVE clients can seek assistance but no guarantee. Client needs to take a letter of referral from their case manager.
 
 Provide reference letter justifying needs, email to social worker.
 
 Provides crisis assistance for residents of Endeavour Hills with a Health Care or Pension Card up to a maximum of four times each year. This service is available between 10:00am and 2:00pm Monday to Friday. Appointments are necessary and can be made by calling the Centre.
 
 A food co-op also operates out of the Andrews Centre. People can purchase food at bargain prices to help them afford basic food.
 
 Monday Meals: served in the St. James Church Hall, Langhorne Street, Dandenong. The meals are home-delivered free of charge to those unable to attend due to sickness or disability.
 Additionally, each Thursday, a lunch meal is provided at the Andrews Centre for families in the Endeavour Hills area. Please call the office on 9700 4944 if you are planning to attend.",2-6 Hanna Drive Endeavour Hills,6 Hanna Drive Endeavour Hills VIC 3802,VIC,https://andrewscentre.org.au,03 9700 4944,admin@andrewscentre.org,confirmed,admin,
Monash Waverley Community Information & Support Inc.-Mount Waverley,"Food vouchers and parcels, fruit, vegetables bread; help with school fees.
 Referrals are made to case worker and to other agencies and support services depending on the client’s needs.
 Appointments must be made for utility and phone bills, school and prescription costs, and Telstra Vouchers.",6 Holskamp St Mount Waverley,"6 Holskamp St, Mount Waverley VIC 3149",VIC,www.monashwaverleycis.org.au,03 9807 9844,wavcis@bigpond.com,confirmed,admin,
Encompass Care-Bundoora,"Community Café on Tuesdays from 10.30am-12.30pm with activities and free morning tea and lunch.
 Food parcels available on Tuesday 9.30am-3.00pm, Wednesday 9.30am-12.30pm.",31-61 McLeans Rd Bundoora,"61 McLeans Rd, Bundoora VIC 3083",VIC,www.encompass.org.au,03 9467 6777,office@encompass.org.au,confirmed,admin,Employment
Uniting Care (Kildonan)-Broadmeadows,"Majority of casework/settlement support etc. done at Shepparton office. 
 
 Broadmeadows also offers a number of services - see - 
 
 https://www.kildonan.org.au/programs-and-services/settlement-services/
 
 For a list of services and eligibility requirements.",61 Riggall St Broadmeadows,"61 Riggall St, Broadmeadows VIC 3047",VIC,https://www.kildonan.org.au/programs-and-services/settlement-services/,03 9302 6100,sinfo@kildonan.org.au,confirmed,admin,Everyday
Spectrum Migrant Resource Centre - Dallas-Dallas,Spectrum delivers services to newly arrived and established people with migrant and refugee backgrounds in the northern and western Melbourne areas.,"Level 5, 61 Riggall St Dallas, Dallas","61 Riggall St, Dallas VIC 3047",VIC,http://spectrumvic.org.au/,03 9977 9000,dallas@spectrumvic.org.au,confirmed,admin,"Education, Employment"
Sudanese Online Research Association & SAIL-Werribee,Provides free English support and community services to the Sudanese community. Occasionally holds talks by professionals on specialist areas.,"Quantin Binnah Community Centre, 61 Thames Boulevard Werribee","61 Thames Boulevard, Werribee VIC 3030",VIC,http://www.sailprogram.org.au/site/,,info@sailprogram.org.au,confirmed,admin,Employment
Uniting Care (Kildonan)-Reservoir,Child support and family assistance for refugees who have been referred to them by government agencies. Majority of casework/settlement support etc. done at Shepparton office.,648 High St Reservoir,"648 High St, Reservoir VIC 3073",VIC,https://www.kildonan.org.au/programs-and-services/settlement-services/,03 8470 5000,sinfo@kildonan.org.au,confirmed,admin,"Education, Community"
Brotherhood of St Laurence-Fitzroy,Various Locations -- contact local centre for further details on the specific services available in the locale.,"67 Brunswick Street Fitzroy, Victoria 3065 (head office) Fitzroy","67 Brunswick street, Fitzroy, Victoria 3065",VIC,www.bsl.org.au,03 9483 1183,info@bsl.org.au,confirmed,admin,Education
Zakat Fund (Islamic Council of Victoria)-Melbourne,"People in need are sourced through the ICV Zakat Fund and general referrals. Funds can be used to assist in a wide range of ways. 
 Food can be delivered to each recipient who requires it or alternatively it can be collected from the ICV Office, stock levels permitting. During Ramadan the ICV partners up with Community Care Network to provide 40 hot-meals a week to feed the homeless.
 
 Application via email.",66-68 Jeffcott Street Melbourne,"68 Jeffcott street, Melbourne VIC 3000",VIC,http://www.icv.org.au/services/zakat-icv/,03 9328 2067,admin@icv.org.au,confirmed,admin,Health
Doncare-Doncaster,"Food parcels and vouchers. Emergency relief is for residents of the City of Manningham.
 
 To be eligible for Doncare Family Services, families must have children under 18 years and live in the City of Manningham or the surrounding suburbs.","Suite 4, Level 1/687 Doncaster Rd, Doncaster","687 Doncaster Rd, Doncaster VIC 3108",VIC,https://doncare.org.au,03 9856 1500,doncare@doncare.org.au or Ian.Clark@doncare.org.au,confirmed,admin,Health
Spectrum Migrant Resource Centre-Preston,"Provides complex case support, generalist settlement support, and community development support. 
 
 In terms of community development, Spectrum works with newly arrived people to help them join a local community. Also has targeted support for people in their first 6 months in Australia. 
 
 Varying requirements - 
 
 Humanitarian settlement services (first 6 months) - Referral from Department of Social Services and visa 
 
 Complex Case support - Referral from anyone and visa
 
 General settlement support - drop in or call
 
 Community engagement - contacts Spectrum to learn more. Driving lessons however require a visa, poor English, less than 5 years of having been in Australia. 
 
 See
 https://spectrumvic.org.au/service/settlement-services/
 
 For specifics on which visas are accepted etc.",7 Clifton Grove Preston,"7 Clifton Grove, Preston VIC 3072",VIC,http://spectrumvic.org.au/,03 9496 0200,communications@spectrumvic.org.au,confirmed,admin,Health
Life Without Barriers-Dandenong,"Life Without Barriers supports refugees and asylum seekers who are living in the Australian community, while their immigration status is resolved. They support children, young people and families to access housing, employment, medical, legal and other essential services. Locations in Victoria include Dandenong, Epping and Sunshine.","Level 2, 1-7 Langhorne Street Dandenong","7 Langhorne street, Dandenong VIC 3175",VIC,http://www.lwb.org.au,03 8752 8500,info@lwb.org.au,confirmed,admin,Health
Life Without Barriers - -Dandenong,"services include:
 
  Caring for children, young people and working with families
  Supporting people with disability
  Caring for older people
  Supporting Aboriginal and Torres Strait Islander peoples
  Supporting people with mental health issues or addictions
  Helping the homeless
  Supporting refugees and asylum seekers","Level 2, 1-7 Langhorne Street Dandenong","7 Langhorne street, Dandenong VIC 3175",VIC,http://www.lwb.org.au/refugees-and-asylum-seekers/,03 8752 8500,,confirmed,admin,Health
Brotherhood of St Laurence - Epping-Epping,"work for the goal of an Australia free of poverty with our innovative programs, research and campaigns.",713 High Street Epping,"713 High street, Epping VIC 3076",VIC,https://www.bsl.org.au,1300 015 107,eppinghubenquiries@bsl.org.au,confirmed,admin,Health
"Brotherhood of St Laurence, Multicultural Communities Team-Epping","Integrated Family Services: supports families from refugee/migrant background in Melb's northeast. A case management program that assists families facing challenges regarding a child's development, wellbeing and/or safety. Eligibility - all families with children up to age of 17 who live in the areas listed here https://www.bsl.org.au/services/refugees-immigration-multiculturalism/integrated-family-services/. Referrals acceptable but not necessary. 
 
 Employment pathways for young asylum seekers: free, 2 day workshops that cover how to find work in Australia, how to prepare and update a CV, interview skills, how to plan and apply for training, volunteering and work experience, and the Australian workplace culture. Eligibility -- young people aged 18 to 35 years who are seeking asylum and living in Victoria. Program tailored for those with work rights. contact email: mona.ray-greig(at)bsl.org.au
 
 phone: (03) 9422 5615 or mobile 0427 965 829
 
 Refugee action program: connects refugee communities with service providers and resources. Aims to steer communities towards being self sufficiency, and helps to identify goals, empower communities through development of skills, networking with organisations, and ongoing training and support. Eligibility - newly arrived refugee communities in Victoria. 
 
 Stepping stones to Small business: offers mentoring, training and support to women from refugee, migrant and asylum seeker backgrounds; helps them develop new skills and increase their participation in business and community. 
 Apply here: https://www.bsl.org.au/services/refugees-immigration-multiculturalism/stepping-stones/ 
 
 Brain bank: matches skilled volunteers with newly arrived refugees and migrants seeking mentoring/assistance to develop community projects. Includes: written english support, homework tutoring, support with resumes and finding employment opportunities, project planning, workshops about governance and how to run community organisations, assisting women's groups to run social activities and helping with leadership and advocacy training. Currently runs in Fitzroy, Epping and Broadmeadows. Eligibility -- anyone with a refugee, migrant or asylum seeker background can join. Contact Phone: (03) 9422 5626
 Email: lkithamba(at)bsl.org.au.",Multicultural Communities Team Epping Community Services Hub 713 High Street Epping VIC 3076 Epping,"713 High street, Epping VIC 3076 VIC 3076",VIC,https://www.bsl.org.au/contact/multicultural-communities-team/,03 9422 5650,mct(at)bsl.org.au,confirmed,admin,Health
cohealth-Fitzroy,,"75 Brunswick Street, Fitzroy","75 Brunswick street, Fitzroy VIC 3065",VIC,https://www.cohealth.org.au/health-services/refugee-health/,03 9448 5531,,confirmed,admin,Health
EACH-Ringwood East,"GP clinic. GP Bulk billed through medicare, all other services are not billed for the first 12 months - also only available if client has not already participated in another comprehensive health screening. 
 For more information please contact us on 1300 00 3224.","Maroonda Social and Community Health Centre, 75 Patterson Street Ringwood East","75 Patterson street, Ringwood East VIC 3135",VIC,http://www.each.com.au/service/refugee-health-program/,1300 00 3224,info@each.com.au,confirmed,admin,Health
Melbourne Polytechnic-Preston,"Runs AMEP, Foundation Studies, and Young Adult Migrant Education Courses.",77 St Georges Road Preston,"77 St Georges road, Preston VIC 3072",VIC,https://www.melbournepolytechnic.edu.au/study-areas/english-language-skills/adult-english-migrant-program-amep/,03 9269 1200,info@melbournepolytechnic.edu.au,confirmed,admin,"Housing, Health"
cohealth-Footscray,,72-78 Paisley St Footscray,"78 Paisley St, Footscray VIC 3011",VIC,https://www.cohealth.org.au/health-services/refugee-health/,03 8398 4100,,confirmed,admin,Health
Bouverie Family Counseling -Brunswick,"Free appointments to families where an adult, child or young person has:
 a serious mental illness; including families where a parent has a mental illness
 a significant alcohol and other drug related problem
 an acquired brain injury
 experienced traumatic event(s) or abuse including sexual and/or physical abuse/neglect
 Family therapy appointments are also available for:
 families experiencing conflict or other issues which have not improved with initial help
 same sex parented families
 
 Referrals not necessary. Interpreters available upon request.",8 Gardiner St Brunswick,"8 Gardiner St, Brunswick VIC 3056",VIC,https://www.bouverie.org.au/,03 9385 5100,bouverie.centre@latrobe.edu.au,confirmed,admin,Education
State Schools' Relief-Dandenong South,"Any student who is attending a Victorian Government School is eligible for State Schools' Relief support. 
 
 State Schools' Relief only responds to requests from principals, assistant principals and welfare coordinators. Teachers and Principals can receive further information and clarification by contacting our office on (03) 8769 8400.
 
 Need help to register your school? Please call (03) 8769 8400",1/8 Johnston Court Dandenong South,"8 Johnston Court, Dandenong South VIC 3175",VIC,https://www.ssr.net.au/schools,03 8769 8400,,confirmed,admin,Everyday
Neami National-Preston,"Neami National encourages referrals from people from culturally and linguistically diverse backgrounds, Aboriginal and Torres Strait Islander people, youth and refugees.
 
 Located throughout Australia. Head office in Preston, Victoria.",4-8 Water Road Preston,"8 Water road, Preston VIC 3072",VIC,http://www.neaminational.org.au/,03 8691 5300,reception@neaminational.org.au,confirmed,admin,"Health, Community, Everyday"
Sudanese Online Research Association & SAIL-Sunshine,Provides free English support and community services to the Sudanese community. Occasionally holds talks by professionals on specialist areas.,Visy Cares Hub 80B Harvester Rd Sunshine,"80 Harvester Rd, Sunshine VIC 3020",VIC,http://www.sailprogram.org.au/site/,,info@sailprogram.org.au,confirmed,admin,"Housing, Community"
Kensington Neighbourhood House-Kensington,"The Kensington Neighbourhood House is a meeting place for the community and its various groups. Offers a range of adult education, art and hobby, social, children’s activities, childcare and health and wellbeing programs. The Kensington Neighbourhood House is a place to meet, share information, develop skills and break down isolation and other community barriers.",89 McCracken Street Kensington,"89 McCracken street, Kensington VIC 3031",VIC,http://www.kensingtonneighbourhoodhouse.com/,03 9376 6366,info@kenhouse.org.au,confirmed,admin,"Community, Everyday"
Hillsong CityCare-Maidstone,"The Emergency Relief Program: We provide short-term practical assistance in the form of food hampers, food vouchers and utilities assistance and where necessary referrals for clients to other services and agencies.
 
 
 Free counselling: We offer various types of counselling to address issues of depression, relationships and self-image and behavioural challenges.Our appointments are available during business hours, Monday to Friday with limited time slots available in the evening.",90 Mitchell Street Maidstone,"90 Mitchell street, Maidstone VIC 3012",VIC,hillsong.com/citycare,03 9318 4477,citycare.melbourne@hillsong.com (sarah.sparey@hillsong.com),confirmed,admin,"Community, Everyday"
Casey North Community Information & Support Services-Narre Warren,"Food packages, various support programs. mergency/Crisis assistance only. 
 *No healthcare/centrelink/immi cards necessary",Suite 1/90-92 Victor Crescent Narre Warren,"90-92 Victor Crescent, Narre Warren VIC 3805",VIC,http://www.caseynorthciss.com.au,03 9705 6699,cnciss@caseynorthciss.com.au,confirmed,admin,"Everyday, Financial"
Brotherhood of St Laurence -Fitzroy-Fitzroy,"work for the goal of an Australia free of poverty with our innovative programs, research and campaigns.",95 Brunswick Street Fitzroy,"95 Brunswick street, Fitzroy VIC 3065",VIC,https://www.bsl.org.au/,03 9288 9900,cwl@bsl.org.au,confirmed,admin,"Community, Everyday"
Kangan Institute-Craigieburn,"AMEP Provider, also provides VET, VCE, VCAL, Apprenticeship/Traineeships, short couses, online courses. 
 
 AMEP provided at Broadmeadows campus, Docklands campus, and through the Hume Global Learning Center (Broadmeadows and Craigieburn).",75-95 Central Park Avenue Craigieburn,"95 Central Park Avenue, Craigieburn VIC 3064",VIC,https://www.kangan.edu.au/,13 TAFE 13 8233,enquiries@kangan.edu.au,confirmed,admin,"Education, Community"
Salvation Army - Glen Waverly-Glen Waverley,"Positive Lifestyle Program 
 The programme aims to increase participant's quality of life through one-on-one appointments between participants and facilitators. Individual work through ten psycho-educational booklets.
 By Appointment PH: 9803 2587
 
 Friday Community Lunch
 A free 2-course lunch, open to everyone where delicious food and great company is shared.
 Friday 12 Noon
 
 Mainly music - free music lessons for children, Sunday 9.30am, contact for details and program openings. 
 Companion club - free social gathering for over 50's with activities including indoor lawn bowls, line dancing, board games, guest speakers, and morning tea. 
 Community support services- free emergency relief in form of food parcels, assistance with utility bills, and provision of Salvo stores vouchers. 
 Play groups for children -- Tuesdays and Thursdays 9.30am to 11.30am. 
 Home League: women's social gathering, morning tea and guest speakers. Wednesday 10-11.30am. 
 Patchwork group - women can come together to learn patchwork, 1st and 3rd Thursday per month, 7:30-10pm.",958 High Street Rd Glen Waverley,"958 High street, Glen Waverley VIC 3150",VIC,http://www.salvationarmy.org.au/waverley,03 9803 2587,corpswaverleytemple@aus.salvationarmy.org,confirmed,admin,"Everyday, Community"
Salvation Army-Blackburn,"Also a New Arrival Support Network,
 Services a number of LGAs across Victoria, some exclusions based on volunteer and stock availability.",(Melbourne Head Office) 95-99 Railway Road Blackburn,"99 Railway Road Blackburn, VIC 3130",VIC,http://www.salvationarmy.org.au,03 8878 4500,salvosaus@aus.salvationarmy.org,confirmed,admin,"Housing,  Everyday"
St Vincent De Paul - Footscray Soup Van-Footscray,Free Hot Meal,Whitten Oval – Corner Barkly and Gordon Streets Footscray,"Corner Barkly and Gordon street,  Footscray VIC 3011",VIC,https://www.vinnies.org.au/page/Find_Help/VIC/Food/Footscray_Soup_Van/,,soupvans@svdp-vic.org.au,confirmed,admin,"Housing, Community"
Sudanese Online Research Association & SAIL-Dandenong,Provides free English support and community services to the Sudanese community. Occasionally holds talks by professionals on specialist areas.,"Trinity Uniting Church, Corner Robinson and Scott Streets Dandenong","Corner Robinson and Scott street, Dandenong VIC 3175",VIC,http://www.sailprogram.org.au/site/,,info@sailprogram.org.au,confirmed,admin,Education
Swinburne University of Technology-Hawthorn,"AMEP Provider. 
 
 Also provides training, university courses.",John Street Hawthorn,"John street, Hawthorn VIC 3122",VIC,http://www.swinburne.edu.au/,1300 794 628,,confirmed,admin,"Community, Legal"
"Joey's Van (St Josephs Parish, Springvale)-Springvale","Food parcels, Christmas hampers.
 * The only time they ask for names is when they do the Christmas Hampers so they know how many to do. Regular clients have all November to register and they always make a few extra.
 *Do toiletry packs twice a year and sometimes material aid if someone donates to them (most recently did beanies, gloves and scarfs and also have someone coming this month to hand out coats). 
 *Do emergency food parcels for people in need and these go out with the van on both nights. They also always hand out fruit and what they call 'give-aways' so that people can bring a food item home.",Palm Plaza Springvale,"Palm Plaza, Springvale VIC 3171",VIC,,0477 467393,marg_mill@bigpond.com,confirmed,admin,"Community, Health, Housing"
LinC Yarra Valley-Yarra Junction,"3 fresh food programs running each Friday in Millgrove, Yarra Junction and Woori Yallock. This is a free food program open to the local community for those in need. Please bring your own bags. See http://www.lincyarravalley.org.au/?p=153 for details.
 
 Food bank fortnightly on Fridays at All Saints anglican church: 2438 Warburton Hwy, Yarra Junction 12-2pm.",Upper Yarra Family Centre Yarra Junction,Upper Yarra Family Centre Yarra Junction VIC 3797,VIC,http://www.lincyarravalley.org.au,03 5967 2119,linc.yarravalley@gmail.com,confirmed,admin,Employment
Djerriwara Community Health-Bacchus,"Nurse clinic. Multiple locations - Bacchus marsh, Melton and Caroline Springs","35 Grant street, Bacchus Marsh 3340. Bacchus","35 Grant street, Bacchus Marsh VIC 3340",VIC,http://www.djhs.org.au/home,03 5367 9674,,confirmed,admin,Health
Refugee Health Program,"The Refugee Health Program (formerly the Refugee Health Nurse Program) operates in 17 local government areas of Victoria.
 
 The program is delivered by community health services (CHSs), and employs community health nurses, allied health professionals and assistants, and bicultural workers. The nurses and other health professionals have expertise in working with culturally and linguistically diverse and marginalised communities.
 
 The program operates in areas with high numbers of newly arrived refugees. CHSs are well positioned to deliver services to refugees because they have a close relationship with their community and they can connect people with a broad range of other health and human services.","122 Thomas St, Dandenong VIC 3175","122 Thomas St, Dandenong VIC 3175",VIC,http://refugeehealthnetwork.org.au/refer/refugee-health-nurse-program/,03 8398-4171,lindy.marlow@cohealth.org.au,confirmed,admin,Health
Africa World Books,,"237 Main St, Perth, Western Australia WA 6017","237 Main St, Perth WA 6017",WA,,0413 881 779,info@africaworldbooks.com.au,confirmed,admin,Community
Association For Services To Torture & Trauma Survivors Inc,,"286 Beaufort Street , Perth WA 6000","286 Beaufort Street, Perth WA 6000",WA,https://www.asetts.org.au/,08 9227 2700,executive@asetts.org.au,confirmed,admin,"Education, Health, Community"
Association of Bhutanese in Perth Inc,,"16 Stonehouse Crescent, Bentley WA 6012","16 Stonehouse Crescent, Bentley WA 6012",WA,http://www.abpiperth.com/,045 250 9677,info@abpiperth.com,confirmed,admin,Community
Australian Karen Organisation Inc,,"Mirrabooka, Perth WA 6061","Mirrabooka, Perth WA 6061",WA,https://www.ako.org.au/,08 9349 4073,,confirmed,admin,"Education, Community"
Australian Red Cross (Migration Support and Services Hub),,"118 Bennett Street , East Perth WA 6004","118 Bennett Street , East Perth WA 6004",WA,http://www.redcross.org.au/migration-hubs.aspx,08 9225 8830,wainfo@redcross.org.au,confirmed,admin,"Education, Financial, Community, Everyday"
Baptistcare Incorporated,,"95 Belgravia Street
 , Belmont WA 6104","95 Belgravia Street
 , Belmont WA 6104",WA,www.baptistcare.com.au,1300 660 640,,confirmed,admin,Community
"Centre for Asylum Seekers, Refugees and Detainees",,"245 Stirling St, Perth WA 6000","245 Stirling St, Perth WA 6000",WA,https://www.carad.org.au,08 9227 7322,office@carad.org.au,confirmed,admin,Employment
Centrecare,,"456 Hay Street, Perth WA 6000","456 Hay Street, Perth WA 6000",WA,http://www.centrecare.com.au/,08 9325 6644,enquiries@centrecare.com.au,confirmed,admin,"Community, Visa"
"Coalition for Asylum Seekers, Refugees and Detainees",,"245 Stirling Street, Perth WA 6000","245 Stirling Street, Perth WA 6000",WA,www.carad.org.au,08 9227 7322,office@carad.org.au,confirmed,admin,"Housing, Financial, Everyday, Community"
Communicare,,"28 Cecil Avenue, Cannington WA 6107","28 Cecil Avenue, Cannington WA 6107",WA,www.communicare.org.au,08 9251 5777,info@communicare.org.au,confirmed,admin,"Education, Community, Employment"
Coptic Orthodox church,,"318 Shepperton Rd, East Victoria Park WA 6101","318 Shepperton Rd, East Victoria Park WA 6101",WA,http://copticwa.com.au/,08 94705715,,confirmed,admin,Community
Edmund Rice Centre Mirrabooka,,"18 Brewer Place, Mirrabooka WA 6061","18 Brewer Place, Mirrabooka WA 6061",WA,http://www.ercwa.org.au/,08 9440 0625,info@ercwa.org.au,confirmed,admin,Community
Ethnic Communities Council of Western Australia,,"20 View Street, North Perth WA 6006","20 View Street, North Perth WA 6006",WA,http://www.eccwa.org.au/,08 9227 5322,admin@eccwa.org.au,confirmed,admin,Community
Fremantle Multicultural Centre,,"241-243 High Street, Fremantle WA 6160","243 High Street, Fremantle WA 6160",WA,http://www.fmcwa.com.au/,08 9336 8282,administration@fmcwa.com.au,confirmed,admin,"Education, Housing, Financial, Everyday, Health, Community"
Iranian Community of Western Australia,,"Collins Street Centre
 Cnr Collins Street & Shaftesbury Street
 , South Perth WA 6153","Collins Street Centre
 Cnr Collins Street & Shaftesbury Street
 , South Perth WA 6153",WA,http://iraniancommunity.org.au/,0405 866780,,confirmed,admin,Community
ISHAR Multicultural Women's Health Centre,,"21 Sudbury Road, Mirrabooka WA 6061","21 Sudbury Road, Mirrabooka WA 6061",WA,www.ishar.org.au,08 9345 5335,nfo@ishar.org.au,confirmed,admin,Community
Legal Aid WA (East Kimberley Regional Office),,"98 Konkerberry Drive, Kununurra WA 6743","98 Konkerberry Drive, Kununurra WA 6743",WA,www.legalaid.wa.gov.au,08 9166 5800,,confirmed,admin,"Visa, Legal"
Legal Aid WA (Goldfields Regional Office),,"Suite 3, 120 Egan Street, Kalgoorlie WA 6430","120 Egan Street, Kalgoorlie WA 6430",WA,www.legalaid.wa.gov.au,08 9025 1300,,confirmed,admin,"Visa, Legal"
Legal Aid WA (Great Southern Regional Office),,"Suite 3, 43-47 Duke Street, Albany WA 6330","47 Duke Street, Albany WA 6330",WA,www.legalaid.wa.gov.au,08 9892 9700,,confirmed,admin,"Visa, Legal"
Legal Aid WA (Midwest and Gascoyne Regional Office),,"Unit 8, The Boardwalk, 273 Foreshore Drive, Geraldton WA 6530","273 Foreshore Drive, Geraldton WA 6530",WA,www.legalaid.wa.gov.au,08 9921 0200,,confirmed,admin,"Visa, Legal"
Legal Aid WA (Perth Office),,"32 St Georges Terrace, Perth WA 6000","32 St Georges Terrace, Perth WA 6000",WA,www.legalaid.wa.gov.au,08 9261 6222,,confirmed,admin,"Visa, Legal"
Legal Aid WA (Pilbaran Regional Office),,"28-32 Throssells Rd, South Hedland WA 6722","32 Throssells Rd, South Hedland WA 6722",WA,www.legalaid.wa.gov.au,08 9172 3733,,confirmed,admin,"Visa, Legal"
Legal Aid WA (Southwest Regional Office),,"7th Floor, Bunbury Tower, 61 Victoria St, Bunbury WA 6230"," 61 Victoria St, Bunbury WA 6230",WA,www.legalaid.wa.gov.au,08 9721 2277,,confirmed,admin,"Visa, Legal"
Legal Aid WA (West Kimberley Regional Office),,"Upper Level, Woody's Arcade, 15-17 Dampier Tce, Broome WA 6725","17 Dampier Tce, Broome WA 6725",WA,www.legalaid.wa.gov.au,08 9195 5888,,confirmed,admin,"Visa, Legal"
Mercycare,,"38 Ord Street, West Perth WA 6005","38 Ord Street, West Perth WA 6005",WA,www.mercycare.com.au,08 9442 3444,corporate@mercycare.com.au,confirmed,admin,"Education, Employment, Health, Housing, Community"
Metropolitan Migrant Resource Centre Inc,,"9/24 Chesterfield Road, Mirrabooka WA 6061","24 Chesterfield Road, Mirrabooka WA 6061",WA,www.mmrcwa.org.au,08 9345 5755,admin@mmrcwa.org.au,confirmed,admin,"Visa, Community"
Multicultural Services Centre of WA,,"20 View Street, North Perth WA 6006","20 View Street, North Perth WA 6006",WA,www.mscwa.com.au,08 9328 2699,admin@mscwa.com.au,confirmed,admin,Community
North Metropolitan TAFE,,", WA",,WA,http://www.northmetrotafe.wa.edu.au/,1300 300 822,enquiry@nmtafe.wa.edu.au,confirmed,admin,Community
Pakistan Association of Western Australia,,"32 Haig Park Circle, East Perth WA 6004","32 Haig Park Circle, East Perth WA 6004",WA,http://pakistanassociation.com/,0413 483 819,ahamil@hotmail.com.au,confirmed,admin,Community
SCALES Community Legal Centre,,"Suite 3, St Nicholas Community Centre, 14 Council Avenue, Rockingham WA 6968","14 Council Avenue, Rockingham WA 6968",WA,http://goto.murdoch.edu.au/scales,08 9550 0400,scales@murdoch.edu.au,confirmed,admin,"Legal, Visa"
South Metropolitan TAFE,,", WA",,WA,http://www.southmetrotafe.wa.edu.au/,1800 001 001,info@smtafe.wa.edu.au,confirmed,admin,Community
South Metropolitan Youth Link,,"3 Crompton Rd, Rockingham WA 6168","3 Crompton Rd, Rockingham WA 6168",WA,http://www.smyl.com.au/,08 9529 1552,,confirmed,admin,Community
South Regional TAFE,,", WA",,WA,http://www.southregionaltafe.wa.edu.au/,1800 621 445,enquiry@srtafe.wa.edu.au,confirmed,admin,Community
Southern Community Advocacy Legal Education and Services,,"Suite 3, St. Nicholas Community Centre, 14 Council Avenue, Rockingham WA 6168","14 Council Avenue, Rockingham WA 6968",WA,http://goto.murdoch.edu.au/scales,08 9550 0400,scales@murdoch.edu.au,confirmed,admin,"Legal, Visa, Community"
St Vincent de Paul Society Refugee and Migrant Committee (WA),,"23 Bennetts Place, Sorrento WA 6020","23 Bennetts Place, Sorrento WA 6020",WA,https://www.vinnies.org.au/page/Find_Help/WA/Refugee__Migrant_Support_Program/,08 6323 7500,info@svdpwa.org.au.,confirmed,admin,Community
Tamil Association of Western Australia Inc,,"PO Box 102 Bullcreek WA 6149, WA 6149",PO Box 102 Bullcreek WA 6149,WA,http://www.tawa.org.au/,,president@tawa.org.au,confirmed,admin,Community
The Burmese Association of WA,,"275 Stirling St , Perth WA 6000","275 Stirling St, Perth WA 6000",WA,http://www.bawa.org.au/,08 9328 8988,admin@bawa.org.au,confirmed,admin,Community
The Ethnic Disability Advocacy Centre,,"320 Rokeby Road, Subiaco WA 6008","320 Rokeby Road, Subiaco WA 6008",WA,www.edac.org.au,08 9388 7455,admin@edac.org.au,confirmed,admin,Health
The Humanitarian Group,,"16 Sunbury Road, Victoria Park WA 6100","16 Sunbury Road, Victoria Park WA 6100",WA,http://thehumanitariangroup.org.au/,08 9227 7311,admin@thehumanitariangroup.org.au,confirmed,admin,"Visa, Legal"
Turkish Association of WA,,"21 Litchfield St, VICTORIA PARK WA 6100","21 Litchfield St, Victoria Park WA 6100",WA,http://www.canning.wa.gov.au/Ethnic-Services-And-Groups/268-Turkish-Association-of-WA-The/View-details.html,08 9358 6539,,confirmed,admin,Community
Uniting Church of Australia WA Synod Social Justice Unit,,", WA",,WA,http://unitingchurchwa.org.au/services/taking-a-stand/social-justice/,08 9260 9800,geoffrey.bice@wa.uca.org.au,confirmed,admin,Community
Vietnamese Community in Australia-WA chapter,,"Unit 4 & 5, 151-155 Brisbane St, Perth WA 6000","155 Brisbane St, Perth WA 6000",WA,http://vietnamesewa.org.au/,08 61629731,,confirmed,admin,Community
Careers Kitchen,,", Burswood WA",,WA,www.welcometoaustralia.org.au,0438 120 156,kate@welcometoaustralia.org.au,confirmed,admin,Employment
Kaleidoscope,,"Kevin Smith Office, Mirrabooka Hub, 21 Sudbury Road, Mirrabooka WA 6061","21 Sudbury Road, Mirrabooka WA 6061",WA,https://www.kaleidoscopeinitiative.com.au/,08 9205 7394,kaleidoscope@stirling.wa.gov.au,confirmed,admin,Employment
Atwork Australia,,"suite 3 level 1/389 Oxford St, Mount Hawthorn WA 6016","389 Oxford St, Mount Hawthorn WA 6016",WA,https://www.atworkaustralia.com.au,1300 080 856,,confirmed,admin,Employment
Australian Red Cross (Migration Support and Services Hub),,"110 Goderich Street, East Perth WA 6004","110 Goderich Street, East Perth WA 6004",WA,https://www.redcross.org.au/about/how-we-help/migration-support,08 9225 8888,wainfo@redcross.org.au,confirmed,admin,"Everyday, Community, Employment, Financial"
